subject,predicat,object,comment,label
http://localhost/ontologies/food#Ail,http://localhost/ontologies/food#apporte,http://localhost/ontologies/food#VitamineB9,Espece de bulbe de la famille des liliacées composé de plusieurs petite grousses reunies sous une enveloppe commun.,Garlic
http://localhost/ontologies/food#Ail,http://localhost/ontologies/food#apporte,http://localhost/ontologies/food#Zinc,Espece de bulbe de la famille des liliacées composé de plusieurs petite grousses reunies sous une enveloppe commun.,Garlic
http://localhost/ontologies/food#Ail,http://localhost/ontologies/food#apporte,http://localhost/ontologies/food#Cuivre,Espece de bulbe de la famille des liliacées composé de plusieurs petite grousses reunies sous une enveloppe commun.,Garlic
http://localhost/ontologies/food#Ail,http://localhost/ontologies/food#apporte,http://localhost/ontologies/food#Magnesium,Espece de bulbe de la famille des liliacées composé de plusieurs petite grousses reunies sous une enveloppe commun.,Garlic
http://localhost/ontologies/food#Ail,http://localhost/ontologies/food#apporte,http://localhost/ontologies/food#Phosphore,Espece de bulbe de la famille des liliacées composé de plusieurs petite grousses reunies sous une enveloppe commun.,Garlic
http://localhost/ontologies/food#Ail,http://localhost/ontologies/food#apporte,http://localhost/ontologies/food#Potassium,Espece de bulbe de la famille des liliacées composé de plusieurs petite grousses reunies sous une enveloppe commun.,Garlic
http://localhost/ontologies/food#Ail,http://localhost/ontologies/food#apporte,http://localhost/ontologies/food#Selenium,Espece de bulbe de la famille des liliacées composé de plusieurs petite grousses reunies sous une enveloppe commun.,Garlic
http://localhost/ontologies/food#Ail,http://localhost/ontologies/food#apporte,http://localhost/ontologies/food#VitamineB1,Espece de bulbe de la famille des liliacées composé de plusieurs petite grousses reunies sous une enveloppe commun.,Garlic
http://localhost/ontologies/food#Ail,http://localhost/ontologies/food#apporte,http://localhost/ontologies/food#VitamineB2,Espece de bulbe de la famille des liliacées composé de plusieurs petite grousses reunies sous une enveloppe commun.,Garlic
http://localhost/ontologies/food#Ail,http://localhost/ontologies/food#apporte,http://localhost/ontologies/food#VitamineB5,Espece de bulbe de la famille des liliacées composé de plusieurs petite grousses reunies sous une enveloppe commun.,Garlic
http://localhost/ontologies/food#Ail,http://localhost/ontologies/food#apporte,http://localhost/ontologies/food#VitamineC,Espece de bulbe de la famille des liliacées composé de plusieurs petite grousses reunies sous une enveloppe commun.,Garlic
http://localhost/ontologies/food#Ail,http://localhost/ontologies/food#apporte,http://localhost/ontologies/food#VitamineE,Espece de bulbe de la famille des liliacées composé de plusieurs petite grousses reunies sous une enveloppe commun.,Garlic
http://localhost/ontologies/food#Ail,http://localhost/ontologies/food#apporte,http://localhost/ontologies/food#calcium,Espece de bulbe de la famille des liliacées composé de plusieurs petite grousses reunies sous une enveloppe commun.,Garlic
http://localhost/ontologies/food#Ail,http://localhost/ontologies/food#contient,http://localhost/ontologies/food#eau,Espece de bulbe de la famille des liliacées composé de plusieurs petite grousses reunies sous une enveloppe commun.,Garlic
http://localhost/ontologies/food#Cuivre,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/ontologies/food#SubstanceOrganique,Element chimique de numéro atomique 29 et de symbole Cu,Cuivre
http://localhost/ontologies/food#Cuivre,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,_:node11,Element chimique de numéro atomique 29 et de symbole Cu,Cuivre
http://localhost/ontologies/food#Cuivre,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual,Element chimique de numéro atomique 29 et de symbole Cu,Cuivre
http://localhost/ontologies/food#Cuivre,http://www.w3.org/2000/01/rdf-schema#comment,Element chimique de numéro atomique 29 et de symbole Cu,Element chimique de numéro atomique 29 et de symbole Cu,Cuivre
http://localhost/ontologies/food#Cuivre,http://www.w3.org/2000/01/rdf-schema#label,Cuivre,Element chimique de numéro atomique 29 et de symbole Cu,Cuivre
http://localhost/ontologies/food#Magnesium,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/ontologies/food#SubstanceOrganique,"Element chimique de numéro atomique 12 de symbole Mg qui fait parti des métaux alcalino-terreux. Sa forme ionique en solution Mg++,",Magnésium
http://localhost/ontologies/food#Magnesium,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,_:node11,"Element chimique de numéro atomique 12 de symbole Mg qui fait parti des métaux alcalino-terreux. Sa forme ionique en solution Mg++,",Magnésium
http://localhost/ontologies/food#Magnesium,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual,"Element chimique de numéro atomique 12 de symbole Mg qui fait parti des métaux alcalino-terreux. Sa forme ionique en solution Mg++,",Magnésium
http://localhost/ontologies/food#Magnesium,http://www.w3.org/2000/01/rdf-schema#comment,"Element chimique de numéro atomique 12 de symbole Mg qui fait parti des métaux alcalino-terreux. Sa forme ionique en solution Mg++,","Element chimique de numéro atomique 12 de symbole Mg qui fait parti des métaux alcalino-terreux. Sa forme ionique en solution Mg++,",Magnésium
http://localhost/ontologies/food#Magnesium,http://www.w3.org/2000/01/rdf-schema#label,Magnésium,"Element chimique de numéro atomique 12 de symbole Mg qui fait parti des métaux alcalino-terreux. Sa forme ionique en solution Mg++,",Magnésium
http://localhost/ontologies/food#Phosphore,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/ontologies/food#SubstanceOrganique,"Elément chimique de numero atomique 15 et de symbole P qui fait partis des non-métaux, mais aussi des pnictogènes.",Phosphore
http://localhost/ontologies/food#Phosphore,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,_:node11,"Elément chimique de numero atomique 15 et de symbole P qui fait partis des non-métaux, mais aussi des pnictogènes.",Phosphore
http://localhost/ontologies/food#Phosphore,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual,"Elément chimique de numero atomique 15 et de symbole P qui fait partis des non-métaux, mais aussi des pnictogènes.",Phosphore
http://localhost/ontologies/food#Phosphore,http://www.w3.org/2000/01/rdf-schema#comment,"Elément chimique de numero atomique 15 et de symbole P qui fait partis des non-métaux, mais aussi des pnictogènes.","Elément chimique de numero atomique 15 et de symbole P qui fait partis des non-métaux, mais aussi des pnictogènes.",Phosphore
http://localhost/ontologies/food#Phosphore,http://www.w3.org/2000/01/rdf-schema#label,Phosphore,"Elément chimique de numero atomique 15 et de symbole P qui fait partis des non-métaux, mais aussi des pnictogènes.",Phosphore
http://localhost/ontologies/food#Phosphore,http://localhost/ontologies/food#Carrence-Cause,http://localhost/ontologies/food#Ostéoporose,"Elément chimique de numero atomique 15 et de symbole P qui fait partis des non-métaux, mais aussi des pnictogènes.",Phosphore
http://localhost/ontologies/food#Phosphore,http://localhost/ontologies/food#Carrence-Cause,http://localhost/ontologies/food#Rachitisme,"Elément chimique de numero atomique 15 et de symbole P qui fait partis des non-métaux, mais aussi des pnictogènes.",Phosphore
http://localhost/ontologies/food#Potassium,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/ontologies/food#SubstanceOrganique,"Elément chimique de numéro atomique 19 et de symbole K. Metal alcalin mou, d'aspect blanc metalique. il s'oxyde rapidement au contact de l'air et reagit violement avec l'eau .",Potassium
http://localhost/ontologies/food#Potassium,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,_:node11,"Elément chimique de numéro atomique 19 et de symbole K. Metal alcalin mou, d'aspect blanc metalique. il s'oxyde rapidement au contact de l'air et reagit violement avec l'eau .",Potassium
http://localhost/ontologies/food#Potassium,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual,"Elément chimique de numéro atomique 19 et de symbole K. Metal alcalin mou, d'aspect blanc metalique. il s'oxyde rapidement au contact de l'air et reagit violement avec l'eau .",Potassium
http://localhost/ontologies/food#Potassium,http://www.w3.org/2000/01/rdf-schema#comment,"Elément chimique de numéro atomique 19 et de symbole K. Metal alcalin mou, d'aspect blanc metalique. il s'oxyde rapidement au contact de l'air et reagit violement avec l'eau .","Elément chimique de numéro atomique 19 et de symbole K. Metal alcalin mou, d'aspect blanc metalique. il s'oxyde rapidement au contact de l'air et reagit violement avec l'eau .",Potassium
http://localhost/ontologies/food#Potassium,http://www.w3.org/2000/01/rdf-schema#label,Potassium,"Elément chimique de numéro atomique 19 et de symbole K. Metal alcalin mou, d'aspect blanc metalique. il s'oxyde rapidement au contact de l'air et reagit violement avec l'eau .",Potassium
http://localhost/ontologies/food#Selenium,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/ontologies/food#SubstanceOrganique,Corps simple metalloide de symbole Se et de numero atomique 34.,Selenium
http://localhost/ontologies/food#Selenium,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,_:node11,Corps simple metalloide de symbole Se et de numero atomique 34.,Selenium
http://localhost/ontologies/food#Selenium,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual,Corps simple metalloide de symbole Se et de numero atomique 34.,Selenium
http://localhost/ontologies/food#Selenium,http://www.w3.org/2000/01/rdf-schema#comment,Corps simple metalloide de symbole Se et de numero atomique 34.,Corps simple metalloide de symbole Se et de numero atomique 34.,Selenium
http://localhost/ontologies/food#Selenium,http://www.w3.org/2000/01/rdf-schema#label,Selenium,Corps simple metalloide de symbole Se et de numero atomique 34.,Selenium
http://localhost/ontologies/food#VitamineB1,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/ontologies/food#SubstanceOrganique,"La thiamine est également appelée vitamine B1, elle est essentielle pour transformer les glucides en énergie dans l'organisme. Elle ne peut pas être synthétisée par le corps humain, il est donc primordial de l'apporter par l'alimentation.",Vitamine B1
http://localhost/ontologies/food#VitamineB1,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,_:node11,"La thiamine est également appelée vitamine B1, elle est essentielle pour transformer les glucides en énergie dans l'organisme. Elle ne peut pas être synthétisée par le corps humain, il est donc primordial de l'apporter par l'alimentation.",Vitamine B1
http://localhost/ontologies/food#VitamineB1,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual,"La thiamine est également appelée vitamine B1, elle est essentielle pour transformer les glucides en énergie dans l'organisme. Elle ne peut pas être synthétisée par le corps humain, il est donc primordial de l'apporter par l'alimentation.",Vitamine B1
http://localhost/ontologies/food#VitamineB1,http://www.w3.org/2000/01/rdf-schema#comment,"La thiamine est également appelée vitamine B1, elle est essentielle pour transformer les glucides en énergie dans l'organisme. Elle ne peut pas être synthétisée par le corps humain, il est donc primordial de l'apporter par l'alimentation.","La thiamine est également appelée vitamine B1, elle est essentielle pour transformer les glucides en énergie dans l'organisme. Elle ne peut pas être synthétisée par le corps humain, il est donc primordial de l'apporter par l'alimentation.",Vitamine B1
http://localhost/ontologies/food#VitamineB1,http://www.w3.org/2000/01/rdf-schema#label,Vitamine B1,"La thiamine est également appelée vitamine B1, elle est essentielle pour transformer les glucides en énergie dans l'organisme. Elle ne peut pas être synthétisée par le corps humain, il est donc primordial de l'apporter par l'alimentation.",Vitamine B1
http://localhost/ontologies/food#VitamineB1,http://localhost/ontologies/food#Carrence-Cause,http://localhost/ontologies/food#Beriberi,"La thiamine est également appelée vitamine B1, elle est essentielle pour transformer les glucides en énergie dans l'organisme. Elle ne peut pas être synthétisée par le corps humain, il est donc primordial de l'apporter par l'alimentation.",Vitamine B1
http://localhost/ontologies/food#VitamineC,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/ontologies/food#SubstanceOrganique,"Une vitamine hydrosoluble, sensible à la chaleur et a la lumiere, antyoxidant et cofacteur, jouant le role important dans le metabolisme de l'etre humain.",Vitamine C
http://localhost/ontologies/food#VitamineC,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,_:node11,"Une vitamine hydrosoluble, sensible à la chaleur et a la lumiere, antyoxidant et cofacteur, jouant le role important dans le metabolisme de l'etre humain.",Vitamine C
http://localhost/ontologies/food#VitamineC,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual,"Une vitamine hydrosoluble, sensible à la chaleur et a la lumiere, antyoxidant et cofacteur, jouant le role important dans le metabolisme de l'etre humain.",Vitamine C
http://localhost/ontologies/food#VitamineC,http://www.w3.org/2000/01/rdf-schema#comment,"Une vitamine hydrosoluble, sensible à la chaleur et a la lumiere, antyoxidant et cofacteur, jouant le role important dans le metabolisme de l'etre humain.","Une vitamine hydrosoluble, sensible à la chaleur et a la lumiere, antyoxidant et cofacteur, jouant le role important dans le metabolisme de l'etre humain.",Vitamine C
http://localhost/ontologies/food#VitamineC,http://www.w3.org/2000/01/rdf-schema#label,Vitamine C,"Une vitamine hydrosoluble, sensible à la chaleur et a la lumiere, antyoxidant et cofacteur, jouant le role important dans le metabolisme de l'etre humain.",Vitamine C
http://localhost/ontologies/food#VitamineC,http://localhost/ontologies/food#Carrence-Cause,http://localhost/ontologies/food#Scorbut,"Une vitamine hydrosoluble, sensible à la chaleur et a la lumiere, antyoxidant et cofacteur, jouant le role important dans le metabolisme de l'etre humain.",Vitamine C
http://localhost/ontologies/food#calcium,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/ontologies/food#SubstanceOrganique,Element chimique de numéro atomique  20 et de symbole Ca qui fait partie des métaux alcalino-terreux.,Calcium
http://localhost/ontologies/food#calcium,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,_:node11,Element chimique de numéro atomique  20 et de symbole Ca qui fait partie des métaux alcalino-terreux.,Calcium
http://localhost/ontologies/food#calcium,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual,Element chimique de numéro atomique  20 et de symbole Ca qui fait partie des métaux alcalino-terreux.,Calcium
http://localhost/ontologies/food#calcium,http://www.w3.org/2000/01/rdf-schema#comment,Element chimique de numéro atomique  20 et de symbole Ca qui fait partie des métaux alcalino-terreux.,Element chimique de numéro atomique  20 et de symbole Ca qui fait partie des métaux alcalino-terreux.,Calcium
http://localhost/ontologies/food#calcium,http://www.w3.org/2000/01/rdf-schema#label,Calcium,Element chimique de numéro atomique  20 et de symbole Ca qui fait partie des métaux alcalino-terreux.,Calcium
http://localhost/ontologies/food#calcium,http://localhost/ontologies/food#Carrence-Cause,http://localhost/ontologies/food#Ostéoporose,Element chimique de numéro atomique  20 et de symbole Ca qui fait partie des métaux alcalino-terreux.,Calcium
http://localhost/ontologies/food#calcium,http://localhost/ontologies/food#Carrence-Cause,http://localhost/ontologies/food#Rachitisme,Element chimique de numéro atomique  20 et de symbole Ca qui fait partie des métaux alcalino-terreux.,Calcium
http://localhost/ontologies/food#eau,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/ontologies/food#Aliment,"Liquide transparant, incolore, inodore et insipide à l'etat pur de formule brute H2O",Eau
http://localhost/ontologies/food#eau,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,_:node7,"Liquide transparant, incolore, inodore et insipide à l'etat pur de formule brute H2O",Eau
http://localhost/ontologies/food#eau,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,_:node8,"Liquide transparant, incolore, inodore et insipide à l'etat pur de formule brute H2O",Eau
http://localhost/ontologies/food#eau,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual,"Liquide transparant, incolore, inodore et insipide à l'etat pur de formule brute H2O",Eau
http://localhost/ontologies/food#eau,http://www.w3.org/2000/01/rdf-schema#comment,"Liquide transparant, incolore, inodore et insipide à l'etat pur de formule brute H2O","Liquide transparant, incolore, inodore et insipide à l'etat pur de formule brute H2O",Eau
http://localhost/ontologies/food#eau,http://www.w3.org/2000/01/rdf-schema#label,Eau,"Liquide transparant, incolore, inodore et insipide à l'etat pur de formule brute H2O",Eau
http://localhost/ontologies/food#eau,http://www.w3.org/2000/01/rdf-schema#label,Water,"Liquide transparant, incolore, inodore et insipide à l'etat pur de formule brute H2O",Eau
http://localhost/ontologies/food#eau,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/ontologies/food#Aliment,"Liquide transparant, incolore, inodore et insipide à l'etat pur de formule brute H2O",Water
http://localhost/ontologies/food#eau,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,_:node7,"Liquide transparant, incolore, inodore et insipide à l'etat pur de formule brute H2O",Water
http://localhost/ontologies/food#eau,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,_:node8,"Liquide transparant, incolore, inodore et insipide à l'etat pur de formule brute H2O",Water
http://localhost/ontologies/food#eau,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual,"Liquide transparant, incolore, inodore et insipide à l'etat pur de formule brute H2O",Water
http://localhost/ontologies/food#eau,http://www.w3.org/2000/01/rdf-schema#comment,"Liquide transparant, incolore, inodore et insipide à l'etat pur de formule brute H2O","Liquide transparant, incolore, inodore et insipide à l'etat pur de formule brute H2O",Water
http://localhost/ontologies/food#eau,http://www.w3.org/2000/01/rdf-schema#label,Eau,"Liquide transparant, incolore, inodore et insipide à l'etat pur de formule brute H2O",Water
http://localhost/ontologies/food#eau,http://www.w3.org/2000/01/rdf-schema#label,Water,"Liquide transparant, incolore, inodore et insipide à l'etat pur de formule brute H2O",Water
http://localhost/ontologies/food#Ananas,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/ontologies/food#TypeAliment,Faux-Fruit comestible d'une plante tropicale de forme conique à la peau écailleuse et epaisse et à la chair jaune et sucré.,Ananas
http://localhost/ontologies/food#Ananas,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/ontologies/food#Fruits,Faux-Fruit comestible d'une plante tropicale de forme conique à la peau écailleuse et epaisse et à la chair jaune et sucré.,Ananas
http://localhost/ontologies/food#Ananas,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/ontologies/food#LegumeFruit,Faux-Fruit comestible d'une plante tropicale de forme conique à la peau écailleuse et epaisse et à la chair jaune et sucré.,Ananas
http://localhost/ontologies/food#Ananas,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,_:node12,Faux-Fruit comestible d'une plante tropicale de forme conique à la peau écailleuse et epaisse et à la chair jaune et sucré.,Ananas
http://localhost/ontologies/food#Ananas,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual,Faux-Fruit comestible d'une plante tropicale de forme conique à la peau écailleuse et epaisse et à la chair jaune et sucré.,Ananas
http://localhost/ontologies/food#Ananas,http://www.w3.org/2000/01/rdf-schema#comment,Faux-Fruit comestible d'une plante tropicale de forme conique à la peau écailleuse et epaisse et à la chair jaune et sucré.,Faux-Fruit comestible d'une plante tropicale de forme conique à la peau écailleuse et epaisse et à la chair jaune et sucré.,Ananas
http://localhost/ontologies/food#Ananas,http://www.w3.org/2000/01/rdf-schema#label,Ananas,Faux-Fruit comestible d'une plante tropicale de forme conique à la peau écailleuse et epaisse et à la chair jaune et sucré.,Ananas
http://localhost/ontologies/food#Ananas,http://www.w3.org/2000/01/rdf-schema#label,pineapple,Faux-Fruit comestible d'une plante tropicale de forme conique à la peau écailleuse et epaisse et à la chair jaune et sucré.,Ananas
http://localhost/ontologies/food#Ananas,http://www.w3.org/2002/07/owl#topObjectProperty,http://localhost/ontologies/food#Calorie,Faux-Fruit comestible d'une plante tropicale de forme conique à la peau écailleuse et epaisse et à la chair jaune et sucré.,Ananas
http://localhost/ontologies/food#Ananas,http://www.w3.org/2002/07/owl#topObjectProperty,http://localhost/ontologies/food#Fer,Faux-Fruit comestible d'une plante tropicale de forme conique à la peau écailleuse et epaisse et à la chair jaune et sucré.,Ananas
http://localhost/ontologies/food#Ananas,http://www.w3.org/2002/07/owl#topObjectProperty,http://localhost/ontologies/food#Sodium,Faux-Fruit comestible d'une plante tropicale de forme conique à la peau écailleuse et epaisse et à la chair jaune et sucré.,Ananas
http://localhost/ontologies/food#Ananas,http://www.w3.org/2002/07/owl#topObjectProperty,http://localhost/ontologies/food#VitamineB3,Faux-Fruit comestible d'une plante tropicale de forme conique à la peau écailleuse et epaisse et à la chair jaune et sucré.,Ananas
http://localhost/ontologies/food#Ananas,http://www.w3.org/2002/07/owl#topObjectProperty,http://localhost/ontologies/food#VitamineB6,Faux-Fruit comestible d'une plante tropicale de forme conique à la peau écailleuse et epaisse et à la chair jaune et sucré.,Ananas
http://localhost/ontologies/food#Ananas,http://www.w3.org/2002/07/owl#topObjectProperty,http://localhost/ontologies/food#VitamineB9,Faux-Fruit comestible d'une plante tropicale de forme conique à la peau écailleuse et epaisse et à la chair jaune et sucré.,Ananas
http://localhost/ontologies/food#Ananas,http://www.w3.org/2002/07/owl#topObjectProperty,http://localhost/ontologies/food#Zinc,Faux-Fruit comestible d'une plante tropicale de forme conique à la peau écailleuse et epaisse et à la chair jaune et sucré.,Ananas
http://localhost/ontologies/food#Ananas,http://www.w3.org/2002/07/owl#topObjectProperty,http://localhost/ontologies/food#Magnesium,Faux-Fruit comestible d'une plante tropicale de forme conique à la peau écailleuse et epaisse et à la chair jaune et sucré.,Ananas
http://localhost/ontologies/food#Ananas,http://www.w3.org/2002/07/owl#topObjectProperty,http://localhost/ontologies/food#Phosphore,Faux-Fruit comestible d'une plante tropicale de forme conique à la peau écailleuse et epaisse et à la chair jaune et sucré.,Ananas
http://localhost/ontologies/food#Ananas,http://www.w3.org/2002/07/owl#topObjectProperty,http://localhost/ontologies/food#Selenium,Faux-Fruit comestible d'une plante tropicale de forme conique à la peau écailleuse et epaisse et à la chair jaune et sucré.,Ananas
http://localhost/ontologies/food#Ananas,http://www.w3.org/2002/07/owl#topObjectProperty,http://localhost/ontologies/food#VitamineB1,Faux-Fruit comestible d'une plante tropicale de forme conique à la peau écailleuse et epaisse et à la chair jaune et sucré.,Ananas
http://localhost/ontologies/food#Ananas,http://www.w3.org/2002/07/owl#topObjectProperty,http://localhost/ontologies/food#VitamineB2,Faux-Fruit comestible d'une plante tropicale de forme conique à la peau écailleuse et epaisse et à la chair jaune et sucré.,Ananas
http://localhost/ontologies/food#Ananas,http://www.w3.org/2002/07/owl#topObjectProperty,http://localhost/ontologies/food#VitamineB5,Faux-Fruit comestible d'une plante tropicale de forme conique à la peau écailleuse et epaisse et à la chair jaune et sucré.,Ananas
http://localhost/ontologies/food#Ananas,http://www.w3.org/2002/07/owl#topObjectProperty,http://localhost/ontologies/food#VitamineC,Faux-Fruit comestible d'une plante tropicale de forme conique à la peau écailleuse et epaisse et à la chair jaune et sucré.,Ananas
http://localhost/ontologies/food#Ananas,http://www.w3.org/2002/07/owl#topObjectProperty,http://localhost/ontologies/food#calcium,Faux-Fruit comestible d'une plante tropicale de forme conique à la peau écailleuse et epaisse et à la chair jaune et sucré.,Ananas
http://localhost/ontologies/food#Ananas,http://www.w3.org/2002/07/owl#topObjectProperty,http://localhost/ontologies/food#Iode,Faux-Fruit comestible d'une plante tropicale de forme conique à la peau écailleuse et epaisse et à la chair jaune et sucré.,Ananas
http://localhost/ontologies/food#Ananas,http://www.w3.org/2002/07/owl#topObjectProperty,http://localhost/ontologies/food#Manganese,Faux-Fruit comestible d'une plante tropicale de forme conique à la peau écailleuse et epaisse et à la chair jaune et sucré.,Ananas
http://localhost/ontologies/food#Ananas,http://www.w3.org/2002/07/owl#topObjectProperty,http://localhost/ontologies/food#ProteineVegetale,Faux-Fruit comestible d'une plante tropicale de forme conique à la peau écailleuse et epaisse et à la chair jaune et sucré.,Ananas
http://localhost/ontologies/food#Ananas,http://localhost/ontologies/food#apporte,http://localhost/ontologies/food#Calorie,Faux-Fruit comestible d'une plante tropicale de forme conique à la peau écailleuse et epaisse et à la chair jaune et sucré.,Ananas
http://localhost/ontologies/food#Ananas,http://localhost/ontologies/food#apporte,http://localhost/ontologies/food#Fer,Faux-Fruit comestible d'une plante tropicale de forme conique à la peau écailleuse et epaisse et à la chair jaune et sucré.,Ananas
http://localhost/ontologies/food#Ananas,http://localhost/ontologies/food#apporte,http://localhost/ontologies/food#Sodium,Faux-Fruit comestible d'une plante tropicale de forme conique à la peau écailleuse et epaisse et à la chair jaune et sucré.,Ananas
http://localhost/ontologies/food#Ananas,http://localhost/ontologies/food#apporte,http://localhost/ontologies/food#VitamineB3,Faux-Fruit comestible d'une plante tropicale de forme conique à la peau écailleuse et epaisse et à la chair jaune et sucré.,Ananas
http://localhost/ontologies/food#Ananas,http://localhost/ontologies/food#apporte,http://localhost/ontologies/food#VitamineB6,Faux-Fruit comestible d'une plante tropicale de forme conique à la peau écailleuse et epaisse et à la chair jaune et sucré.,Ananas
http://localhost/ontologies/food#Ananas,http://localhost/ontologies/food#apporte,http://localhost/ontologies/food#VitamineB9,Faux-Fruit comestible d'une plante tropicale de forme conique à la peau écailleuse et epaisse et à la chair jaune et sucré.,Ananas
http://localhost/ontologies/food#Ananas,http://localhost/ontologies/food#apporte,http://localhost/ontologies/food#Zinc,Faux-Fruit comestible d'une plante tropicale de forme conique à la peau écailleuse et epaisse et à la chair jaune et sucré.,Ananas
http://localhost/ontologies/food#Ananas,http://localhost/ontologies/food#apporte,http://localhost/ontologies/food#Magnesium,Faux-Fruit comestible d'une plante tropicale de forme conique à la peau écailleuse et epaisse et à la chair jaune et sucré.,Ananas
http://localhost/ontologies/food#Ananas,http://localhost/ontologies/food#apporte,http://localhost/ontologies/food#Phosphore,Faux-Fruit comestible d'une plante tropicale de forme conique à la peau écailleuse et epaisse et à la chair jaune et sucré.,Ananas
http://localhost/ontologies/food#Ananas,http://localhost/ontologies/food#apporte,http://localhost/ontologies/food#Selenium,Faux-Fruit comestible d'une plante tropicale de forme conique à la peau écailleuse et epaisse et à la chair jaune et sucré.,Ananas
http://localhost/ontologies/food#Ananas,http://localhost/ontologies/food#apporte,http://localhost/ontologies/food#VitamineB1,Faux-Fruit comestible d'une plante tropicale de forme conique à la peau écailleuse et epaisse et à la chair jaune et sucré.,Ananas
http://localhost/ontologies/food#Ananas,http://localhost/ontologies/food#apporte,http://localhost/ontologies/food#VitamineB2,Faux-Fruit comestible d'une plante tropicale de forme conique à la peau écailleuse et epaisse et à la chair jaune et sucré.,Ananas
http://localhost/ontologies/food#Ananas,http://localhost/ontologies/food#apporte,http://localhost/ontologies/food#VitamineB5,Faux-Fruit comestible d'une plante tropicale de forme conique à la peau écailleuse et epaisse et à la chair jaune et sucré.,Ananas
http://localhost/ontologies/food#Ananas,http://localhost/ontologies/food#apporte,http://localhost/ontologies/food#VitamineC,Faux-Fruit comestible d'une plante tropicale de forme conique à la peau écailleuse et epaisse et à la chair jaune et sucré.,Ananas
http://localhost/ontologies/food#Ananas,http://localhost/ontologies/food#apporte,http://localhost/ontologies/food#calcium,Faux-Fruit comestible d'une plante tropicale de forme conique à la peau écailleuse et epaisse et à la chair jaune et sucré.,Ananas
http://localhost/ontologies/food#Ananas,http://localhost/ontologies/food#apporte,http://localhost/ontologies/food#Iode,Faux-Fruit comestible d'une plante tropicale de forme conique à la peau écailleuse et epaisse et à la chair jaune et sucré.,Ananas
http://localhost/ontologies/food#Ananas,http://localhost/ontologies/food#apporte,http://localhost/ontologies/food#Manganese,Faux-Fruit comestible d'une plante tropicale de forme conique à la peau écailleuse et epaisse et à la chair jaune et sucré.,Ananas
http://localhost/ontologies/food#Ananas,http://localhost/ontologies/food#apporte,http://localhost/ontologies/food#ProteineVegetale,Faux-Fruit comestible d'une plante tropicale de forme conique à la peau écailleuse et epaisse et à la chair jaune et sucré.,Ananas
http://localhost/ontologies/food#Ananas,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/ontologies/food#TypeAliment,Faux-Fruit comestible d'une plante tropicale de forme conique à la peau écailleuse et epaisse et à la chair jaune et sucré.,pineapple
