file,col,URI
KNSR2582_3,3,http://www.wikidata.org/entity/Q11173
KNSR2582_3,4,http://www.wikidata.org/entity/Q11173
KNSR2582_3,5,http://www.wikidata.org/entity/Q11173
KNSR2583_1,0,http://www.wikidata.org/entity/Q21199
KNSR2583_1,1,http://www.wikidata.org/entity/Q13442814
KNSR2583_1,2,NIL
KNSR2583_1,3,http://www.wikidata.org/entity/Q13442814
KNSR2583_1,4,http://www.wikidata.org/entity/Q853614
KNSR2583_1,5,http://www.wikidata.org/entity/Q7802
KNSR2583_1,6,http://www.wikidata.org/entity/Q37555
KNSR2583_1,7,NIL
KNSR2583_1,8,http://www.wikidata.org/entity/Q215380
KNSR2583_10,0,http://www.wikidata.org/entity/Q11344
KNSR2583_10,1,NIL
KNSR2583_10,2,NIL
KNSR2583_10,3,http://www.wikidata.org/entity/Q154037
KNSR2583_10,4,http://www.wikidata.org/entity/Q14887688
KNSR2583_10,5,NIL
KNSR2583_10,6,NIL
KNSR2583_11,0,http://www.wikidata.org/entity/Q11344
KNSR2583_11,1,NIL
KNSR2583_11,2,http://www.wikidata.org/entity/Q14650718
KNSR2583_11,3,http://www.wikidata.org/entity/Q940999
KNSR2583_11,4,http://www.wikidata.org/entity/Q3893120
KNSR2583_11,5,http://www.wikidata.org/entity/Q1501889
KNSR2583_11,6,NIL
KNSR2583_11,7,NIL
KNSR2583_2,0,http://www.wikidata.org/entity/Q11344
KNSR2583_2,1,http://www.wikidata.org/entity/Q16298475
KNSR2583_2,2,NIL
KNSR2583_2,3,NIL
KNSR2583_2,4,http://www.wikidata.org/entity/Q51788
KNSR2583_2,5,NIL
KNSR2583_2,6,NIL
KNSR2583_3,0,http://www.wikidata.org/entity/Q13442814
KNSR2583_3,1,http://www.wikidata.org/entity/Q18338
KNSR2583_3,2,NIL
KNSR2583_4,0,http://www.wikidata.org/entity/Q21199
KNSR2583_4,1,http://www.wikidata.org/entity/Q13442814
KNSR2583_4,2,NIL
KNSR2583_4,3,http://www.wikidata.org/entity/Q13442814
KNSR2583_5,0,http://www.wikidata.org/entity/Q21199
KNSR2583_5,1,http://www.wikidata.org/entity/Q13442814
KNSR2583_5,2,NIL
KNSR2583_6,0,NIL
KNSR2583_6,1,NIL
KNSR2583_6,2,http://www.wikidata.org/entity/Q222
KNSR2583_6,3,http://www.wikidata.org/entity/Q800
KNSR2583_6,4,http://www.wikidata.org/entity/Q3624078
KNSR2583_6,5,http://www.wikidata.org/entity/Q739
KNSR2583_6,6,http://www.wikidata.org/entity/Q26
KNSR2583_6,7,http://www.wikidata.org/entity/Q241
KNSR2583_6,8,http://www.wikidata.org/entity/Q871
KNSR2583_6,9,http://www.wikidata.org/entity/Q974
KNSR2583_6,10,http://www.wikidata.org/entity/Q925
KNSR2583_6,11,http://www.wikidata.org/entity/Q708
KNSR2583_9,0,http://www.wikidata.org/entity/Q11344
KNSR2583_9,1,http://www.wikidata.org/entity/Q19776628
KNSR2583_9,2,http://www.wikidata.org/entity/Q222
KNSR2583_9,3,http://www.wikidata.org/entity/Q800
KNSR2583_9,4,http://www.wikidata.org/entity/Q711
KNSR2583_9,5,http://www.wikidata.org/entity/Q739
KNSR2583_9,6,http://www.wikidata.org/entity/Q26
KNSR2583_9,7,http://www.wikidata.org/entity/Q241
KNSR2583_9,8,http://www.wikidata.org/entity/Q871
KNSR2583_9,9,http://www.wikidata.org/entity/Q974
KNSR2583_9,10,http://www.wikidata.org/entity/Q21199
KNSR2583_9,11,http://www.wikidata.org/entity/Q21199
KNSR2584_1,0,http://www.wikidata.org/entity/Q29154550
KNSR2584_1,1,http://www.wikidata.org/entity/Q11173
KNSR2584_1,2,http://www.wikidata.org/entity/Q1570330
KNSR2584_1,3,http://www.wikidata.org/entity/Q196672
KNSR2584_1,4,http://www.wikidata.org/entity/Q1059478
KNSR2584_1,5,NIL
KNSR2584_1,6,NIL
KNSR2584_1,7,NIL
KNSR2584_2,0,http://www.wikidata.org/entity/Q3695082
KNSR2584_2,1,http://www.wikidata.org/entity/Q11173
KNSR2584_2,2,http://www.wikidata.org/entity/Q554394
KNSR2584_2,3,http://www.wikidata.org/entity/Q196672
KNSR2584_2,4,http://www.wikidata.org/entity/Q7187
KNSR2584_2,5,NIL
KNSR2584_2,6,NIL
KNSR2585_1,0,http://www.wikidata.org/entity/Q13442814
KNSR2585_1,1,http://www.wikidata.org/entity/Q1628963
KNSR2585_1,2,http://www.wikidata.org/entity/Q131512
KNSR2585_1,3,http://www.wikidata.org/entity/Q1153051
KNSR2585_2,0,NIL
KNSR2585_2,1,NIL
KNSR2585_2,2,NIL
KNSR2585_2,3,NIL
KNSR2585_2,4,NIL
KNSR2585_3,0,NIL
KNSR2585_3,1,NIL
KNSR2585_3,2,NIL
KNSR2585_5,0,NIL
KNSR2585_5,1,NIL
KNSR2586_1,0,http://www.wikidata.org/entity/Q11173
KNSR2586_1,1,http://www.wikidata.org/entity/Q15846540
KNSR2586_1,2,NIL
KNSR2586_2,0,http://www.wikidata.org/entity/Q7187
KNSR2586_2,1,http://www.wikidata.org/entity/Q22677256
KNSR2586_2,2,NIL
KNSR2586_2,3,http://www.wikidata.org/entity/Q410387
KNSR2586_2,4,NIL
KNSR2586_3,0,http://www.wikidata.org/entity/Q11173
KNSR2586_3,1,http://www.wikidata.org/entity/Q26879628
KNSR2586_3,2,NIL
KNSR2587_2,0,http://www.wikidata.org/entity/Q11344
KNSR2587_2,1,NIL
KNSR2587_2,2,http://www.wikidata.org/entity/Q4835091
KNSR2587_4,0,NIL
KNSR2587_4,1,http://www.wikidata.org/entity/Q13442814
KNSR2587_4,2,http://www.wikidata.org/entity/Q577
KNSR2587_4,3,http://www.wikidata.org/entity/Q22348500
KNSR2587_4,4,http://www.wikidata.org/entity/Q41176
KNSR2588_1,0,http://www.wikidata.org/entity/Q111352
KNSR2588_1,1,NIL
KNSR2588_1,2,http://www.wikidata.org/entity/Q1140046
KNSR2588_1,3,NIL
KNSR2588_1,4,NIL
KNSR2588_1,5,NIL
KNSR2588_1,6,NIL
KNSR2588_2,0,http://www.wikidata.org/entity/Q7187
KNSR2588_2,1,NIL
KNSR2588_2,2,NIL
KNSR2588_2,3,http://www.wikidata.org/entity/Q23173209
KNSR2588_2,4,NIL
KNSR2588_2,5,NIL
KNSR2588_2,6,NIL
KNSR2588_2,7,NIL
KNSR2588_2,8,NIL
KNSR2588_3,0,http://www.wikidata.org/entity/Q111352
KNSR2588_3,1,NIL
KNSR2588_3,2,http://www.wikidata.org/entity/Q944588
KNSR2588_3,3,http://www.wikidata.org/entity/Q420039
KNSR2588_3,4,http://www.wikidata.org/entity/Q51788
KNSR2588_3,5,NIL
KNSR2588_3,6,NIL
KNSR2588_3,7,NIL
KNSR2588_3,8,NIL
KNSR2588_3,9,NIL
KNSR2588_3,10,NIL
KNSR2588_3,11,NIL
KNSR2588_3,12,NIL
KNSR2589_1,0,http://www.wikidata.org/entity/Q11173
KNSR2589_1,1,http://www.wikidata.org/entity/Q577
KNSR2589_1,2,http://www.wikidata.org/entity/Q8799
KNSR2589_1,3,http://www.wikidata.org/entity/Q206904
KNSR2545_2,0,http://www.wikidata.org/entity/Q11173
KNSR2545_2,1,NIL
KNSR2545_2,2,NIL
KNSR2545_2,3,NIL
KNSR2545_2,4,NIL
KNSR2545_2,5,http://www.wikidata.org/entity/Q158739
KNSR2545_2,6,NIL
KNSR2545_2,7,NIL
KNSR2545_2,8,NIL
KNSR2545_3,0,http://www.wikidata.org/entity/Q1894494
KNSR2545_3,1,http://www.wikidata.org/entity/Q43
KNSR2545_3,2,http://www.wikidata.org/entity/Q874659
KNSR2545_3,3,http://www.wikidata.org/entity/Q12308941
KNSR2545_3,4,http://www.wikidata.org/entity/Q956495
KNSR2545_3,5,http://www.wikidata.org/entity/Q46372533
KNSR2545_3,6,http://www.wikidata.org/entity/Q11173
KNSR2545_3,7,http://www.wikidata.org/entity/Q11173
KNSR2546_1,0,http://www.wikidata.org/entity/Q7187
KNSR2546_1,1,http://www.wikidata.org/entity/Q1965
KNSR2546_1,2,NIL
KNSR2546_1,3,http://www.wikidata.org/entity/Q15262402
KNSR2546_1,4,NIL
KNSR2546_1,5,http://www.wikidata.org/entity/Q3305213
KNSR2546_1,6,NIL
KNSR2546_1,7,http://www.wikidata.org/entity/Q11424
KNSR2546_2,0,http://www.wikidata.org/entity/Q672593
KNSR2546_2,1,http://www.wikidata.org/entity/Q3305213
KNSR2546_2,2,http://www.wikidata.org/entity/Q672593
KNSR2546_2,3,http://www.wikidata.org/entity/Q101352
KNSR2546_2,4,http://www.wikidata.org/entity/Q11004
KNSR2546_2,5,http://www.wikidata.org/entity/Q672593
KNSR2546_2,6,http://www.wikidata.org/entity/Q13442814
KNSR2546_2,7,http://www.wikidata.org/entity/Q672593
KNSR2546_2,8,http://www.wikidata.org/entity/Q215380
KNSR2546_3,0,http://www.wikidata.org/entity/Q3305213
KNSR2546_3,1,http://www.wikidata.org/entity/Q3687258
KNSR2546_3,2,http://www.wikidata.org/entity/Q66291124
KNSR2546_3,3,NIL
KNSR2546_3,4,NIL
KNSR2546_3,5,NIL
KNSR2546_4,0,http://www.wikidata.org/entity/Q11004
KNSR2546_4,1,NIL
KNSR2546_4,2,http://www.wikidata.org/entity/Q5
KNSR2546_4,3,http://www.wikidata.org/entity/Q1113882
KNSR2546_4,4,http://www.wikidata.org/entity/Q19776628
KNSR2546_4,5,NIL
KNSR2546_4,6,http://www.wikidata.org/entity/Q1096
KNSR2546_4,7,http://www.wikidata.org/entity/Q19776628
KNSR2546_4,8,http://www.wikidata.org/entity/Q1096
KNSR2547_1,0,http://www.wikidata.org/entity/Q13442814
KNSR2547_1,1,http://www.wikidata.org/entity/Q103864435
KNSR2547_1,2,NIL
KNSR2547_1,3,http://www.wikidata.org/entity/Q1386253
KNSR2547_1,4,http://www.wikidata.org/entity/Q309479
KNSR2549_1,0,http://www.wikidata.org/entity/Q7187
KNSR2549_1,1,http://www.wikidata.org/entity/Q46970
KNSR2549_1,2,http://www.wikidata.org/entity/Q13442814
KNSR2549_2,0,http://www.wikidata.org/entity/Q46970
KNSR2549_2,1,http://www.wikidata.org/entity/Q11579
KNSR2549_2,2,http://www.wikidata.org/entity/Q659
KNSR2549_2,3,http://www.wikidata.org/entity/Q1019
KNSR2549_2,4,http://www.wikidata.org/entity/Q674
KNSR2549_2,5,http://www.wikidata.org/entity/Q16
KNSR2549_2,6,http://www.wikidata.org/entity/Q677
KNSR2549_2,7,http://www.wikidata.org/entity/Q711
KNSR2549_2,8,http://www.wikidata.org/entity/Q758
KNSR2549_2,9,http://www.wikidata.org/entity/Q8799
KNSR2549_2,10,http://www.wikidata.org/entity/Q241
KNSR2549_3,0,http://www.wikidata.org/entity/Q16521
KNSR2549_3,1,http://www.wikidata.org/entity/Q11579
KNSR2549_3,2,http://www.wikidata.org/entity/Q659
KNSR2549_3,3,http://www.wikidata.org/entity/Q1019
KNSR2549_3,4,http://www.wikidata.org/entity/Q674
KNSR2549_3,5,http://www.wikidata.org/entity/Q16
KNSR2549_3,6,http://www.wikidata.org/entity/Q677
KNSR2549_3,7,http://www.wikidata.org/entity/Q711
KNSR2549_3,8,http://www.wikidata.org/entity/Q758
KNSR2549_3,9,http://www.wikidata.org/entity/Q8799
KNSR2549_3,10,http://www.wikidata.org/entity/Q241
KNSR2550_1,0,http://www.wikidata.org/entity/Q11173
KNSR2550_1,1,NIL
KNSR2550_1,2,NIL
KNSR2550_1,3,http://www.wikidata.org/entity/Q577
KNSR2550_1,4,NIL
KNSR2550_1,5,NIL
KNSR2550_1,6,NIL
KNSR2550_1,7,NIL
KNSR2550_1,8,NIL
KNSR2550_2,0,http://www.wikidata.org/entity/Q15127012
KNSR2550_2,1,http://www.wikidata.org/entity/Q11173
KNSR2550_2,2,http://www.wikidata.org/entity/Q15632617
KNSR2550_2,3,http://www.wikidata.org/entity/Q13442814
KNSR2550_2,4,NIL
KNSR2550_2,5,NIL
KNSR2550_2,6,NIL
KNSR2550_2,7,NIL
KNSR2550_2,8,NIL
KNSR2550_3,0,http://www.wikidata.org/entity/Q111352
KNSR2550_3,1,http://www.wikidata.org/entity/Q13430821
KNSR2551_1,0,http://www.wikidata.org/entity/Q13433827
KNSR2551_1,1,NIL
KNSR2551_1,2,NIL
KNSR2551_1,3,NIL
KNSR2551_2,0,http://www.wikidata.org/entity/Q11344
KNSR2551_2,1,http://www.wikidata.org/entity/Q13442814
KNSR2551_2,2,http://www.wikidata.org/entity/Q65328533
KNSR2551_2,3,http://www.wikidata.org/entity/Q274502
KNSR2551_2,4,NIL
KNSR2551_2,5,http://www.wikidata.org/entity/Q101352
KNSR2551_2,6,http://www.wikidata.org/entity/Q19776628
KNSR2551_3,0,http://www.wikidata.org/entity/Q82047057
KNSR2551_3,1,NIL
KNSR2551_3,2,NIL
KNSR2551_3,3,NIL
KNSR2551_3,4,NIL
KNSR2551_4,0,http://www.wikidata.org/entity/Q101352
KNSR2551_4,1,NIL
KNSR2551_4,2,NIL
KNSR2551_4,3,NIL
KNSR2551_4,4,NIL
KNSR2551_4,5,NIL
KNSR2551_4,6,NIL
KNSR2552_1,0,http://www.wikidata.org/entity/Q50701
KNSR2552_1,1,http://www.wikidata.org/entity/Q13391233
KNSR2552_1,2,NIL
KNSR2552_1,3,NIL
KNSR2552_2,0,http://www.wikidata.org/entity/Q13442814
KNSR2552_2,1,NIL
KNSR2552_2,2,http://www.wikidata.org/entity/Q13442814
KNSR2552_2,3,http://www.wikidata.org/entity/Q13442814
KNSR2552_3,0,http://www.wikidata.org/entity/Q431289
KNSR2552_3,1,http://www.wikidata.org/entity/Q11581821
KNSR2552_3,2,http://www.wikidata.org/entity/Q134556
KNSR2552_3,3,http://www.wikidata.org/entity/Q13442814
KNSR2552_3,4,http://www.wikidata.org/entity/Q49008
KNSR2552_3,5,NIL
KNSR2552_3,6,http://www.wikidata.org/entity/Q482994
KNSR2553_1,0,http://www.wikidata.org/entity/Q13442814
KNSR2553_1,1,http://www.wikidata.org/entity/Q7187
KNSR2553_1,2,http://www.wikidata.org/entity/Q15127012
KNSR2553_1,3,http://www.wikidata.org/entity/Q3550873
KNSR2553_1,4,NIL
KNSR2553_1,5,http://www.wikidata.org/entity/Q184943
KNSR2553_1,6,http://www.wikidata.org/entity/Q100711986
KNSR2553_1,7,http://www.wikidata.org/entity/Q13442814
KNSR2553_2,0,http://www.wikidata.org/entity/Q11173
KNSR2553_2,1,http://www.wikidata.org/entity/Q126399
KNSR2553_2,2,http://www.wikidata.org/entity/Q4563684
KNSR2553_2,3,http://www.wikidata.org/entity/Q2001474
KNSR2553_2,4,http://www.wikidata.org/entity/Q4337578
KNSR2553_2,5,http://www.wikidata.org/entity/Q4628
KNSR2553_2,6,http://www.wikidata.org/entity/Q253568
KNSR2553_2,7,http://www.wikidata.org/entity/Q410387
KNSR2553_4,0,http://www.wikidata.org/entity/Q7187
KNSR2553_4,1,http://www.wikidata.org/entity/Q28566968
KNSR2553_4,2,http://www.wikidata.org/entity/Q28566968
KNSR2553_4,3,http://www.wikidata.org/entity/Q15632864
KNSR2553_4,4,NIL
KNSR2553_5,0,http://www.wikidata.org/entity/Q7187
KNSR2553_5,1,http://www.wikidata.org/entity/Q375414
KNSR2553_5,2,http://www.wikidata.org/entity/Q277680
KNSR2553_5,3,http://www.wikidata.org/entity/Q4833637
KNSR2554_1,0,http://www.wikidata.org/entity/Q11173
KNSR2554_1,1,http://www.wikidata.org/entity/Q7727
KNSR2554_1,2,http://www.wikidata.org/entity/Q2796622
KNSR2554_1,3,http://www.wikidata.org/entity/Q16422172
KNSR2554_1,4,NIL
KNSR2554_2,0,http://www.wikidata.org/entity/Q2020153
KNSR2554_2,1,http://www.wikidata.org/entity/Q2622299
KNSR2554_2,2,NIL
KNSR2554_2,3,http://www.wikidata.org/entity/Q9143
KNSR2554_2,4,http://www.wikidata.org/entity/Q11828004
KNSR2554_3,0,http://www.wikidata.org/entity/Q13442814
KNSR2554_3,1,http://www.wikidata.org/entity/Q483247
KNSR2554_3,2,http://www.wikidata.org/entity/Q336286
KNSR2554_3,3,http://www.wikidata.org/entity/Q13442814
KNSR2554_3,4,http://www.wikidata.org/entity/Q11173
KNSR2554_3,5,http://www.wikidata.org/entity/Q8054
KNSR2554_3,6,http://www.wikidata.org/entity/Q11173
KNSR2554_3,7,http://www.wikidata.org/entity/Q11173
KNSR2555_1,0,http://www.wikidata.org/entity/Q659103
KNSR2555_1,1,http://www.wikidata.org/entity/Q482994
KNSR2555_1,2,http://www.wikidata.org/entity/Q13442814
KNSR2555_1,3,http://www.wikidata.org/entity/Q13442814
KNSR2555_1,4,NIL
KNSR2555_1,5,NIL
KNSR2555_1,6,http://www.wikidata.org/entity/Q659
KNSR2555_1,7,NIL
KNSR2555_1,8,NIL
KNSR2555_1,9,NIL
KNSR2555_2,0,http://www.wikidata.org/entity/Q659103
KNSR2555_2,1,http://www.wikidata.org/entity/Q482994
KNSR2555_2,2,http://www.wikidata.org/entity/Q13442814
KNSR2555_2,3,http://www.wikidata.org/entity/Q13442814
KNSR2555_2,4,NIL
KNSR2555_2,5,NIL
KNSR2555_2,6,http://www.wikidata.org/entity/Q659
KNSR2555_2,7,NIL
KNSR2555_2,8,NIL
KNSR2555_2,9,NIL
KNSR2555_3,0,http://www.wikidata.org/entity/Q659103
KNSR2555_3,1,http://www.wikidata.org/entity/Q482994
KNSR2555_3,2,http://www.wikidata.org/entity/Q13442814
KNSR2555_3,3,http://www.wikidata.org/entity/Q13442814
KNSR2555_3,4,NIL
KNSR2555_3,5,NIL
KNSR2555_3,6,http://www.wikidata.org/entity/Q659
KNSR2555_3,7,NIL
KNSR2555_3,8,NIL
KNSR2555_3,9,NIL
KNSR2555_4,0,http://www.wikidata.org/entity/Q659103
KNSR2555_4,1,http://www.wikidata.org/entity/Q482994
KNSR2555_4,2,http://www.wikidata.org/entity/Q13442814
KNSR2555_4,3,http://www.wikidata.org/entity/Q13442814
KNSR2555_4,4,NIL
KNSR2555_4,5,NIL
KNSR2555_4,6,http://www.wikidata.org/entity/Q659
KNSR2555_4,7,NIL
KNSR2555_4,8,NIL
KNSR2555_4,9,NIL
KNSR2555_5,0,http://www.wikidata.org/entity/Q659103
KNSR2555_5,1,http://www.wikidata.org/entity/Q482994
KNSR2555_5,2,http://www.wikidata.org/entity/Q13442814
KNSR2555_5,3,http://www.wikidata.org/entity/Q13442814
KNSR2555_5,4,NIL
KNSR2555_5,5,NIL
KNSR2555_5,6,http://www.wikidata.org/entity/Q659
KNSR2555_5,7,NIL
KNSR2555_5,8,NIL
KNSR2555_5,9,NIL
KNSR2555_6,0,http://www.wikidata.org/entity/Q1518320
KNSR2555_6,1,http://www.wikidata.org/entity/Q482994
KNSR2555_6,2,http://www.wikidata.org/entity/Q13442814
KNSR2555_6,3,http://www.wikidata.org/entity/Q13442814
KNSR2555_6,4,http://www.wikidata.org/entity/Q7366
KNSR2555_6,5,NIL
KNSR2555_6,6,http://www.wikidata.org/entity/Q659
KNSR2555_6,7,NIL
KNSR2555_6,8,NIL
KNSR2555_6,9,NIL
KNSR2555_6,10,NIL
KNSR2556_1,0,http://www.wikidata.org/entity/Q5633421
KNSR2556_1,1,NIL
KNSR2556_1,2,http://www.wikidata.org/entity/Q21199
KNSR2556_1,3,http://www.wikidata.org/entity/Q7727
KNSR2556_1,4,http://www.wikidata.org/entity/Q2796622
KNSR2556_1,5,http://www.wikidata.org/entity/Q16422172
KNSR2556_1,6,http://www.wikidata.org/entity/Q159375
KNSR2556_1,7,http://www.wikidata.org/entity/Q68661795
KNSR2556_2,0,http://www.wikidata.org/entity/Q13442814
KNSR2556_2,1,http://www.wikidata.org/entity/Q2873
KNSR2556_2,2,http://www.wikidata.org/entity/Q40357
KNSR2556_2,3,http://www.wikidata.org/entity/Q5395718
KNSR2556_2,4,http://www.wikidata.org/entity/Q272035
KNSR2556_2,5,http://www.wikidata.org/entity/Q40357
KNSR2556_2,6,http://www.wikidata.org/entity/Q5395718
KNSR2556_2,7,http://www.wikidata.org/entity/Q272035
KNSR2557_2,0,http://www.wikidata.org/entity/Q5633421
KNSR2557_2,1,http://www.wikidata.org/entity/Q11344
KNSR2557_2,2,NIL
KNSR2557_2,3,NIL
KNSR2557_2,4,NIL
KNSR2557_3,0,http://www.wikidata.org/entity/Q11344
KNSR2557_3,1,NIL
KNSR2557_3,2,NIL
KNSR2557_3,3,NIL
KNSR2557_3,4,NIL
KNSR2557_3,5,http://www.wikidata.org/entity/Q672593
KNSR2557_4,0,http://www.wikidata.org/entity/Q101352
KNSR2557_4,1,NIL
KNSR2557_4,2,NIL
KNSR2557_4,3,NIL
KNSR2557_4,4,NIL
KNSR2557_5,0,NIL
KNSR2557_5,1,NIL
KNSR2557_5,2,NIL
KNSR2557_5,3,http://www.wikidata.org/entity/Q2617260
KNSR2557_5,4,NIL
KNSR2557_5,5,NIL
KNSR2557_5,6,NIL
KNSR2557_5,7,http://www.wikidata.org/entity/Q2617260
KNSR2557_6,0,http://www.wikidata.org/entity/Q47461344
KNSR2557_6,1,NIL
KNSR2557_6,2,NIL
KNSR2557_6,3,NIL
KNSR2557_6,4,http://www.wikidata.org/entity/Q2617260
KNSR2557_6,5,NIL
KNSR2559_7,0,http://www.wikidata.org/entity/Q17102188
KNSR2559_7,1,http://www.wikidata.org/entity/Q101352
KNSR2559_7,2,NIL
KNSR2559_7,3,http://www.wikidata.org/entity/Q1364075
KNSR2559_7,4,NIL
KNSR2559_7,5,http://www.wikidata.org/entity/Q289612
KNSR2561_1,0,http://www.wikidata.org/entity/Q1134686
KNSR2561_1,1,http://www.wikidata.org/entity/Q13442814
KNSR2561_1,2,NIL
KNSR2561_1,3,NIL
KNSR2561_1,4,NIL
KNSR2561_1,5,NIL
KNSR2561_1,6,http://www.wikidata.org/entity/Q102179937
KNSR2561_1,7,http://www.wikidata.org/entity/Q482994
KNSR2561_2,0,http://www.wikidata.org/entity/Q3884033
KNSR2561_2,1,http://www.wikidata.org/entity/Q13442814
KNSR2561_2,2,http://www.wikidata.org/entity/Q115474328
KNSR2561_2,3,http://www.wikidata.org/entity/Q482994
KNSR2561_2,4,http://www.wikidata.org/entity/Q21199
KNSR2561_2,5,http://www.wikidata.org/entity/Q15142894
KNSR2561_2,6,http://www.wikidata.org/entity/Q21199
KNSR2573_1,0,http://www.wikidata.org/entity/Q101352
KNSR2573_1,1,http://www.wikidata.org/entity/Q199678
KNSR2573_1,2,http://www.wikidata.org/entity/Q69423457
KNSR2573_1,3,http://www.wikidata.org/entity/Q422067
KNSR2573_1,4,NIL
KNSR2573_1,5,http://www.wikidata.org/entity/Q407142
KNSR2573_2,0,http://www.wikidata.org/entity/Q5
KNSR2573_2,1,http://www.wikidata.org/entity/Q199678
KNSR2573_2,2,http://www.wikidata.org/entity/Q69423457
KNSR2573_2,3,http://www.wikidata.org/entity/Q422067
KNSR2573_2,4,NIL
KNSR2573_2,5,http://www.wikidata.org/entity/Q407142
KNSR2573_3,0,http://www.wikidata.org/entity/Q5
KNSR2573_3,1,http://www.wikidata.org/entity/Q199678
KNSR2573_3,2,http://www.wikidata.org/entity/Q69423457
KNSR2573_3,3,http://www.wikidata.org/entity/Q422067
KNSR2573_3,4,NIL
KNSR2573_3,5,http://www.wikidata.org/entity/Q407142
KNSR2573_4,0,http://www.wikidata.org/entity/Q16521
KNSR2573_4,1,http://www.wikidata.org/entity/Q199678
KNSR2573_4,2,http://www.wikidata.org/entity/Q69423457
KNSR2573_4,3,http://www.wikidata.org/entity/Q422067
KNSR2573_4,4,NIL
KNSR2573_4,5,http://www.wikidata.org/entity/Q407142
KNSR2573_5,0,http://www.wikidata.org/entity/Q134556
KNSR2573_5,1,http://www.wikidata.org/entity/Q199678
KNSR2573_5,2,http://www.wikidata.org/entity/Q69423457
KNSR2573_5,3,http://www.wikidata.org/entity/Q422067
KNSR2573_5,4,NIL
KNSR2573_5,5,http://www.wikidata.org/entity/Q407142
KNSR2573_6,0,http://www.wikidata.org/entity/Q11004
KNSR2573_6,1,http://www.wikidata.org/entity/Q199678
KNSR2573_6,2,http://www.wikidata.org/entity/Q69423457
KNSR2573_6,3,http://www.wikidata.org/entity/Q422067
KNSR2573_6,4,NIL
KNSR2573_6,5,http://www.wikidata.org/entity/Q407142
KNSR2576_1,0,NIL
KNSR2576_1,1,http://www.wikidata.org/entity/Q41357023
KNSR2576_1,2,NIL
KNSR2576_1,3,http://www.wikidata.org/entity/Q41357023
KNSR2576_1,4,NIL
KNSR2576_1,5,http://www.wikidata.org/entity/Q41357023
KNSR2576_2,0,http://www.wikidata.org/entity/Q13442814
KNSR2576_2,1,http://www.wikidata.org/entity/Q4817925
KNSR2576_2,2,http://www.wikidata.org/entity/Q57544673
KNSR2576_2,3,http://www.wikidata.org/entity/Q54992947
KNSR2576_3,0,http://www.wikidata.org/entity/Q868257
KNSR2576_3,1,NIL
KNSR2576_3,2,http://www.wikidata.org/entity/Q868257
KNSR2576_3,3,NIL
KNSR2576_3,4,http://www.wikidata.org/entity/Q868257
KNSR2576_3,5,NIL
KNSR2577_1,0,http://www.wikidata.org/entity/Q13442814
KNSR2577_1,1,http://www.wikidata.org/entity/Q21014462
KNSR2577_1,2,http://www.wikidata.org/entity/Q21199
KNSR2577_1,3,NIL
KNSR2577_1,4,http://www.wikidata.org/entity/Q215380
KNSR2577_1,5,http://www.wikidata.org/entity/Q7187
KNSR2577_1,6,NIL
KNSR2577_1,7,NIL
KNSR2577_2,0,NIL
KNSR2577_2,1,http://www.wikidata.org/entity/Q16521
KNSR2577_2,2,NIL
KNSR2577_2,3,NIL
KNSR2577_2,4,NIL
KNSR2577_3,0,NIL
KNSR2577_3,1,NIL
KNSR2577_3,2,NIL
KNSR2577_3,3,NIL
KNSR2578_1,0,http://www.wikidata.org/entity/Q11173
KNSR2578_1,1,http://www.wikidata.org/entity/Q298607
KNSR2578_1,2,http://www.wikidata.org/entity/Q1022245
KNSR2578_1,3,http://www.wikidata.org/entity/Q3305213
KNSR2578_1,4,http://www.wikidata.org/entity/Q3305213
KNSR2579_1,0,http://www.wikidata.org/entity/Q101352
KNSR2579_1,1,http://www.wikidata.org/entity/Q113145171
KNSR2579_1,2,NIL
KNSR2579_1,3,NIL
KNSR2579_1,4,NIL
KNSR2579_1,5,http://www.wikidata.org/entity/Q13433827
KNSR2579_1,6,http://www.wikidata.org/entity/Q51788
KNSR2579_1,7,http://www.wikidata.org/entity/Q11145907
KNSR2579_1,8,http://www.wikidata.org/entity/Q207540
KNSR2579_2,0,http://www.wikidata.org/entity/Q7187
KNSR2579_2,1,http://www.wikidata.org/entity/Q113145171
KNSR2579_2,2,NIL
KNSR2579_2,3,NIL
KNSR2579_2,4,NIL
KNSR2579_2,5,NIL
KNSR2579_2,6,NIL
KNSR2579_2,7,NIL
KNSR2579_2,8,NIL
KNSR2579_2,9,NIL
KNSR2579_3,0,http://www.wikidata.org/entity/Q101352
KNSR2579_3,1,http://www.wikidata.org/entity/Q42595861
KNSR2579_3,2,http://www.wikidata.org/entity/Q902890
KNSR2579_3,3,http://www.wikidata.org/entity/Q415612
KNSR2579_3,4,http://www.wikidata.org/entity/Q1866483
KNSR2579_3,5,http://www.wikidata.org/entity/Q418492
KNSR2579_3,6,http://www.wikidata.org/entity/Q7187
KNSR2580_1,0,http://www.wikidata.org/entity/Q169545
KNSR2580_1,1,http://www.wikidata.org/entity/Q101352
KNSR2580_1,2,http://www.wikidata.org/entity/Q105239521
KNSR2580_1,3,NIL
KNSR2580_2,0,http://www.wikidata.org/entity/Q169545
KNSR2580_2,1,http://www.wikidata.org/entity/Q101352
KNSR2580_2,2,http://www.wikidata.org/entity/Q54812128
KNSR2580_2,3,NIL
